Location,Year,Sample_date,Tissue,UCDavis,DFO_sample_id,csia_sample_id,sex,duplicate_in_year,duplicate_other_year,duplicate_id,wgs,genetic_group,pop_analysis,mean_se,Ala,Asx,Glx,Gly,Ile,Leu,Lys,Met,Phe,Pro,Ser,Thr,Tyr,Val
Pangnirtung,2020,2020-08-06,SKIN,CM270,KW-2020-PG-09,KW-2020-PG-09,F,1,0,KW-2020-PG-09,1,ECAG1,1,se,0.1138,0.0587,0.0085,0.3253,0.0693,0.0679,0.1584,0.0297,0.729,0.099,0.2623,0.1549,0.647,0.0933
Pangnirtung,2020,2020-08-06,SKIN,CM271,KW-2020-PG-10,KW-2020-PG-10,M,0,0,KW-2020-PG-10,0,ECAG1,,se,0.1047,0.1395,0.1541,0.0643,0.205,0.1875,0.3024,0.4853,0.2982,0.5115,0.1991,0.177,0.9024,0.2925
Pangnirtung,2020,2020-08-06,SKIN,CM272,KW-2020-PG-11,KW-2020-PG-11,F,0,0,KW-2020-PG-11,1,ECAG1,1,se,0.2044,0.0035,0.0651,0.1322,0.1301,0.0849,0.0156,0.4561,0.3154,0.3592,0.0297,0.0863,0.1237,0.1754
Pangnirtung,2020,2020-08-06,SKIN,CM273,KW-2020-PG-12,KW-2020-PG-12,M,2,3,KW-2020-PG-01,1,ECAG1,,se,0.1902,0.1718,0.0417,0.053,0.0255,0.0544,0.1075,0.0856,0.8344,0.0014,0.0297,0.3231,0.0856,0.0955
Pangnirtung,2020,2020-08-26,SKIN,CM274,KW-2020-PG-13,KW-2020-PG-13,M,0,0,KW-2020-PG-13,0,ECAG1,,se,0.2779,0.2319,0.0205,0.0318,0.128,0.2143,0.1237,0.1789,0.2404,0.2758,0.2942,0.0643,0.3429,0.2779
Pangnirtung,2020,2020-08-26,SKIN,CM275,KW-2020-PG-14,KW-2020-PG-14,M,0,0,KW-2020-PG-14,0,ECAG1,,se,0.1428,0.3062,0.0368,0.2277,0.2567,0.1379,0.3875,0.0184,0.9751,0.046,0.0594,0.1662,0.2489,0.367
Pangnirtung,2020,2020-08-26,SKIN,CM276,KW-2020-PG-15,KW-2020-PG-15,F,0,0,KW-2020-PG-15,1,ECAG1,1,se,1.277,0.0205,0.0212,0.1075,0.0389,0.0453,0.1725,1.0614,0.4568,0.3599,0.4398,0.2454,0.8393,0.1881
Pangnirtung,2020,2020-08-26,SKIN,CM277,KW-2020-PG-16,KW-2020-PG-16,F,0,0,KW-2020-PG-16,1,ECAG1,1,se,0.524,0.1549,0.1365,0.5657,0.886,0.6809,0.6201,1.7176,0.5629,0.6611,0.7608,1.0281,0.2729,0.058
Pangnirtung,2020,2020-08-26,SKIN,CM278,KW-2020-PG-17,KW-2020-PG-17,M,1,0,KW-2020-PG-17,1,ECAG1,1,se,0.0771,0.4434,0.2447,0.0276,0.07,0.1146,0.3974,0.1945,0.7177,0.9065,0.0297,0.0042,0.7898,0.1032
Pangnirtung,2020,2020-08-26,SKIN,CM279,KW-2020-PG-18,KW-2020-PG-18,F,2,3,ARPI4006,1,ECAG1,,se,0.1916,0.1457,0.4356,0.0905,0.2949,0.3698,0.4122,2.4537,0.2086,1.3173,0.07,0.4844,0.5452,0.4356
Pangnirtung,2020,2020-08-26,SKIN,CM280,KW-2020-PG-19,KW-2020-PG-19,F,2,0,KW-2020-PG-09,1,ECAG1,,se,0.0332,0.1386,0.0905,0.0721,0.524,0.3274,0.3224,0.7785,0.1556,0.4087,0.2015,0.7241,0.1838,0.2079
Pangnirtung,2020,2020-08-26,SKIN,CM281,KW-2020-PG-20,KW-2020-PG-20,M,2,0,KW-2020-PG-04,1,ECAG1,1,se,0.693,0.5621,0.0926,0.4299,0.7212,0.0247,0.5091,0.2496,0.0983,0.0481,0.2432,0.4476,1.1646,0.1598
Pangnirtung,2020,2020-08-26,SKIN,CM282,KW-2020-PG-21,KW-2020-PG-21,F,0,2,ARPI4001,1,ECAG1,,se,0.4723,0.0354,0.3642,0.4306,0.828,0.3917,1.4312,0.5685,0.1322,0.1082,0.0926,0.9298,0.7255,0.0474
Pangnirtung,2020,2020-08-26,SKIN,CM283,KW-2020-PG-22,KW-2020-PG-22,F,0,0,KW-2020-PG-22,1,ECAG1,1,se,0.0594,0.413,0.0509,0.0403,0.4271,0.0325,0.3578,0.7538,0.432,0.094,0.0891,0.239,0.2708,0.0587
Pangnirtung,2020,2020-08-30,SKIN,CM284,KW-2020-PG-23,KW-2020-PG-23,M,2,0,KW-2020-PG-17,1,ECAG1,,se,0.2164,0.1669,0.4851,0.3012,0.0233,0.1393,0.7828,1.0013,0.227,0.5819,0.6208,0.1322,0.6633,0.7792
Pangnirtung,2020,2020-08-30,SKIN,CM285,KW-2020-PG-24,KW-2020-PG-24,M,0,0,KW-2020-PG-24,1,ECAG1,1,se,0.1216,0.0141,0.2531,0.7672,0.7764,0.128,0.2355,0.0926,0.5218,0.2553,0.2036,0.1301,0.1662,0.2418
Mittimatalik,2020,2020-08-18,SKIN,CM286,KW-2020-PI-02,KW-2020-PI-02,F,0,0,KW-2020-PI-02,1,ECAG1,1,se,0.6619,0.0742,0.0071,0.2135,0.0686,0.0219,1.4545,0.5749,0.3316,1.1024,0.2312,0.7665,0.6173,0.0396
Mittimatalik,2020,2020-08-27,SKIN,CM287,KW-2020-PI-03,KW-2020-PI-03,M,0,0,KW-2020-PI-03,1,ECAG1,1,se,0.1655,0.4087,0.0438,0.9836,0.2171,0.6491,0.5558,0.3302,1.0119,0.2234,0.1591,0.5883,0.0198,0.8337
Mittimatalik,2020,2020-08-27,SKIN,CM288,KW-2020-PI-05,KW-2020-PI-05,F,1,0,KW-2020-PI-05,1,ECAG1,,se,0.5777,0.5303,0.3345,0.5501,0.2341,0.1881,1.5754,0.0841,0.8853,0.3967,0.0757,0.0417,1.3449,0.4511
Mittimatalik,2020,2020-08-27,SKIN,CM289,KW-2020-PI-06,KW-2020-PI-06,F,2,0,KW-2020-PI-05,1,ECAG1,1,se,0.0255,0.2008,0.3804,0.2143,0.0346,0.0325,1.5252,0.4398,0.1308,0.2326,0.2185,0.4815,0.1838,0.3026
Mittimatalik,2020,2020-08-27,SKIN,CM290,KW-2020-PI-07,KW-2020-PI-07,F,0,0,KW-2020-PI-07,1,ECAG1,1,se,0.0184,0.0389,0.0544,0.1619,0.0806,0.0679,0.2729,0.589,0.1556,0.1054,0.0156,0.3147,0.1209,0.1704
Mittimatalik,2020,2020-08-27,SKIN,CM291,KW-2020-PI-08,KW-2020-PI-08,F,0,0,KW-2020-PI-08,1,ECAG1,1,se,0.292,0.2065,0.3486,0.4879,0.6746,0.1888,1.6497,0.6611,0.2942,0.6746,0.1499,0.9673,0.7884,0.0304
Mittimatalik,2020,2020-08-28,SKIN,CM292,KW-2020-PI-10,KW-2020-PI-10,M,0,0,KW-2020-PI-10,1,ECAG1,1,se,0.0827,0.1216,0.1824,0.029,0.693,0.0587,1.1582,0.3854,0.0728,0.1322,0.0665,0.3154,0.5183,0.0445
Mittimatalik,2020,2020-08-28,SKIN,CM293,KW-2020-PI-12,KW-2020-PI-12,F,0,0,KW-2020-PI-12,1,ECAG1,1,se,0.0012,0.2229,0.2777,0.1518,0.1772,0.0185,0.4284,1.082,0.2991,0.6865,0.5121,0.0491,0.5416,0.0115
Mittimatalik,2020,2020-09-04,SKIN,CM294,KW-2020-PI-13,KW-2020-PI-13,M,0,0,KW-2020-PI-13,1,ECAG1,1,se,0.7402,0.276,0.0381,0.3678,0.4238,0.1686,0.1045,0.2575,0.3401,0.015,0.1772,0.4353,0.6553,0.7482
Mittimatalik,2020,2020-09-04,SKIN,CM295,KW-2020-PI-14,KW-2020-PI-14,M,0,0,KW-2020-PI-14,1,ECAG1,1,se,0.004,0.0364,0.1236,0.183,0.1374,0.1484,0.6484,0.1876,0.2298,0.1622,0.0785,0.1045,0.7546,0.0352
Mittimatalik,2020,2020-09-04,SKIN,CM296,KW-2020-PI-15,KW-2020-PI-15,F,0,0,KW-2020-PI-15,1,ECAG1,1,se,0.2887,0.0727,0.2177,0.1484,0.1732,0.1709,1.2771,0.0098,0.1293,0.0064,0.0387,0.6195,0.7806,0.2944
Tasiilaq,2012,2012-08-21,SKIN,CM298,48336,48336,F,0,0,48336,1,ECAG2,1,se,0.1386,0.1237,0.1782,0.1718,0.5798,0.4313,0.8591,0.3125,0.2638,0.6541,0.0325,0.4243,1.5394,0.4808
Tasiilaq,2012,2012-08-21,SKIN,CM299,48337,48337,M,0,0,48337,1,ECAG2,1,se,0.5565,0.0856,0.2341,0.1725,0.3507,0.1096,0.4193,0.7693,0.0863,0,0.5268,0.3656,0.0969,0.4985
Tasiilaq,2012,2012-08-21,SKIN,CM300,48338,48338,F,0,0,48338,1,ECAG2,,se,0.0523,0.0028,0.0014,0.0318,1.0416,0.9907,0.3783,0.5494,0.7361,0.2206,0.1513,0.186,1.7777,0.4865
Tasiilaq,2012,2012-08-21,SKIN,CM301,48339,48339,M,0,0,48339,1,ECAG2,,se,0.5119,0.4646,0.193,0.0035,0.0028,0.1153,0.0707,0.263,0.1612,0.2991,0.35,0.0283,0.9171,0.0163
Tasiilaq,2012,2012-08-21,SKIN,CM302,48341,48341,M,0,0,48341,1,ECAG2,1,se,0.1471,0.4554,0.1789,0.1322,0.2977,0.0042,1.777,1.7664,0.2835,0.1096,0.1732,0.3125,0.1648,0.6307
Tasiilaq,2012,2012-08-21,SKIN,CM303,48342,48342,F,0,0,48342,1,ECAG2,1,se,0.9751,0.8012,0.6831,0.8485,1.1604,0.2616,0.2496,0.9228,0.5091,1.0119,0.186,0.256,1.5281,0.891
Mittimatalik,2018,2018-08-27,SKIN,CM306,ARPI-2018-01,ARPI-2018-01,F,0,0,ARPI-2018-01,1,ECAG1,1,se,0.07,0.2708,0.3076,0.2143,0.3048,0.0523,0.222,0.413,0.2164,0.1796,0.058,0.0757,0.1782,0.5515
Mittimatalik,2018,2018-08-27,SKIN,CM307,ARPI-2018-02 ,ARPI-2018-02 ,M,0,2,ARPI-2018-02 ,1,ECAG1,,se,0.0841,0.3967,0.4822,0.2468,0.0127,0.0728,1.2367,0.8266,0.1676,0.2835,0.5855,0.7608,0.6484,0.1563
Mittimatalik,2018,2018-08-27,SKIN,CM308,ARPI-2018-03 ,ARPI-2018-03 ,M,0,0,ARPI-2018-03 ,0,ECAG1,,se,0.1492,0.0955,0.2051,0.116,1.1087,0.5749,0.3769,0.0205,0.3557,0.2539,0.4738,0.384,0.227,0.6392
Mittimatalik,2018,2018-08-27,SKIN,CM309,ARPI-2018-05 ,ARPI-2018-05 ,F,0,0,ARPI-2018-05 ,0,ECAG1,,se,0.3246,0.0559,0.0339,0.4716,0.5961,0.3019,0.2206,0.7658,0.3939,0.3253,0.7976,0.2383,1.2912,0.2022
Mittimatalik,2018,2018-08-27,SKIN,CM310,ARPI-2018-06,ARPI-2018-06,F,0,0,ARPI-2018-06,0,ECAG1,,se,0.4023,0.483,0.5904,0.1287,0.5904,0.0742,0.8033,0.7835,0.1789,0.3677,0.3111,0.5388,0.3585,0.3677
Mittimatalik,2018,2018-09-08,SKIN,CM311,ARPI-2018-10,ARPI-2018-10,F,0,0,ARPI-2018-10,1,ECAG1,1,se,0.4716,0.292,0.1605,0.145,0.3444,0.6626,0.8139,1.0048,0.3783,1.0083,0.0919,0.1294,1.2735,0.3231
Mittimatalik,2018,2018-09-08,SKIN,CM312,ARPI-2018-13,ARPI-2018-13,F,0,1,ARPI-2018-13,1,ECAG1,,se,0.2913,0.4653,0.6682,0.821,1.1017,0.6852,0.1202,0.3472,0.8125,0.7248,0.997,0.7022,0.3182,0.5388
Mittimatalik,2018,2018-09-10,SKIN,CM313,ARPI-2018-15,ARPI-2018-15,M,0,0,ARPI-2018-15,1,ECAG1,1,se,0.2524,0.49,0.2298,0.3592,1.5358,0.2242,0.6626,0.4632,0.1952,0.5445,1.1194,0.5706,0.1096,0.3585
Mittimatalik,2018,2018-09-10,SKIN,CM314,ARPI-2018-18,ARPI-2018-18,M,0,0,ARPI-2018-18,1,ECAG1,1,se,0.3514,0.2263,0.3486,0.053,1.4595,0.4228,0.2199,0.5756,0.2411,0.0184,0.1683,0.0587,1.3881,0.7149
Mittimatalik,2019,2019-08-18,SKIN,CM315,ARPI-2019-01,ARPI-2019-01,M,0,0,ARPI-2019-01,1,ECAG1,1,se,0.0679,0.046,0.2128,0.1174,0.2673,0.2298,0.6505,1.2113,0.2227,0.082,0.1747,0.3854,0.4405,0.3055
Mittimatalik,2019,2019-08-18,SKIN,CM316,ARPI-2019-02,ARPI-2019-02,M,0,0,ARPI-2019-02,1,ECAG1,1,se,0.1732,0.4052,0.0863,0.0523,0.3154,0.1916,0.7877,0.2128,0.5487,0.3005,0.164,0.7092,1.1971,0.0148
Mittimatalik,2019,2019-08-18,SKIN,CM317,ARPI-2019-03 ,ARPI-2019-03 ,M,0,0,ARPI-2019-03 ,1,ECAG1,1,se,0.5332,0.3642,0.1916,0.0424,0.1004,0.152,0.0106,0.1315,0.2171,0.1676,0.548,0.3415,0.2517,0.2192
Mittimatalik,2019,2019-08-19,SKIN,CM318,ARPI-2019-04,ARPI-2019-04,F,0,0,ARPI-2019-04,1,ECAG1,1,se,0.2341,0.1803,0.1633,0.1075,1.3053,0.5332,0.7092,1.0536,0.7771,0.7375,0.0686,0.3005,0.9447,0
Mittimatalik,2019,2019-08-21,SKIN,CM319,ARPI-2019-06,ARPI-2019-06,F,0,0,ARPI-2019-06,1,ECAG1,1,se,0.1153,0.1032,0.0665,0.0389,0.6901,0.3062,0.6718,0.0134,0.1499,0.1669,0.3182,0.0042,0.7113,0.1973
Mittimatalik,2019,2019-08-21,SKIN,CM320,ARPI-2019-07,ARPI-2019-07,M,0,0,ARPI-2019-07,1,ECAG1,1,se,0.128,0.1004,0.297,0.3734,0.8259,0.4002,0.6173,1.0925,0.4709,0.0559,0.3161,0.8103,1.2862,0.4624
Mittimatalik,2019,2019-08-29,SKIN,CM321,ARPI-2019-08,ARPI-2019-08,M,0,0,ARPI-2019-08,1,ECAG1,1,se,0.0813,0.0877,0.0587,0.1541,0.2171,0.0552,0.3182,0.4023,0.4547,0.7085,0.2185,0.4002,0.2857,0.0714
Mittimatalik,2019,2019-08-29,SKIN,CM322,ARPI-2019-09,ARPI-2019-09,F,0,0,ARPI-2019-09,1,ECAG1,1,se,0.3415,0.1831,0.0233,0.2079,0.0177,0.0057,0.3613,0.1916,0.2595,0.111,0.5176,0.3062,0.8556,0.1372
Mittimatalik,2019,2019-08-29,SKIN,CM323,ARPI-2019-10,ARPI-2019-10,M,0,0,ARPI-2019-10,1,ECAG1,1,se,0.251,0.181,0.3048,0.0064,0.0233,0.2567,0.9793,0.6809,0.5056,0.2864,0.6237,0.4405,0.5508,0.239
Mittimatalik,2019,2019-08-29,SKIN,CM324,ARPI-2019-11,ARPI-2019-11,F,0,0,ARPI-2019-11,1,ECAG1,1,se,0.3168,0.1216,0.017,0.3719,0.7043,0.4172,0.9482,0.9892,0.4837,0.2991,0.1541,0.0884,0.6435,0.4137
Ittoqqortoormiit,2021,,SKIN,CM325,GRNL-KW-2021-01,GRNL-KW-2021-01,F,0,0,GRNL-KW-2021-01,1,ECAG1,1,se,0.5169,0.5685,0.0339,0.466,0.6336,0.9023,0.1902,0.2312,0.1831,0.1725,0.3465,0.898,0.9454,0.1393
Nuuk,2021,2021-11-25,SKIN,CM326,GRNL-KW-2021-02,GRNL-KW-2021-02,F,0,0,GRNL-KW-2021-02,1,ECAG2,1,se,0.3698,0.3132,0.227,0.4801,0.1952,0.0283,0.244,0.0757,0.024,0.2913,0.1711,0.0007,1.4701,0.2814
Ittoqqortoormiit,2021,,SKIN,CM327,GRNL-KW-2021-03,GRNL-KW-2021-03,M,0,0,GRNL-KW-2021-03,1,ECAG1,1,se,0.2503,0.3465,0.0905,0.082,1.5288,0.367,0.8499,1.1512,0.4681,0.3012,0.4094,0.3734,0.0594,0.3352
Pangnirtung,2021,2021-08-19,SKIN,CM328,KW-2021-PG-03,Kw-2021-PG-03,M,0,1,KW-2020-PG-01,1,ECAG1,1,se,0.0311,0.1492,0.0262,0.5593,0.338,0.0283,1.1766,0.1506,0.2722,0.0424,0.0764,0.5148,0.2305,0.1895
Pangnirtung,2021,2021-08-19,SKIN,CM329,KW-2021-PG-04,Kw-2021-PG-04,F,0,0,Kw-2021-PG-04,1,ECAG1,1,se,0.0629,0.0969,0.1428,0.0177,0.2425,0.1237,0.0156,0.2878,0.2079,0.3712,0.1478,0.5162,0.0438,0.1209
Pangnirtung,2021,2021-08-19,SKIN,CM330,KW-2021-PG-05,Kw-2021-PG-05,F,0,1,KW-2020-PG-03,1,ECAG1,1,se,0.2673,0.309,0.1407,0.763,0.9687,0.0983,0.3019,0.2312,0.0594,0.4674,0.3896,0.6201,0.2913,0.2722
Pangnirtung,2021,2021-08-29,SKIN,CM331,KW-2021-PG-06,Kw-2021-PG-06,M,0,1,ARPI-2018-02 ,1,ECAG1,1,se,0.251,0.193,0.145,0.1237,0.9136,0.4914,1.27,1.0684,0.507,1.0161,0.0219,0.326,0.507,0.1704
Pangnirtung,2021,,SKIN,CM332,KW-2021-PG-08,Kw-2021-PG-08,M,1,2,ARPI4005,1,ECAG1,,se,0.3479,0.1124,0.3917,0.087,1.0168,0.3564,0.8337,0.4695,0.652,0.3479,0.116,0.4165,0.4646,0.1336
Pangnirtung,2021,,SKIN,CM333,KW-2021-PG-XX,Kw-2021-PG-XX,M,2,3,ARPI4005,1,ECAG1,1,se,0.2447,0.4306,0.1315,0.1266,1.0175,0.4815,0.8902,0.0163,0.3189,0.1803,0.07,0.3896,0.7071,0.1138
St. P & M,2021,2021-06-25,SKIN,CM334,OR21-1,OR21-1,F,0,0,OR21-1,1,ECAG1,1,se,0.3606,0.2531,0.2305,0.2934,0.2355,0.2701,0.7375,0.2036,0.5424,0.3458,0.3543,0.6682,0.3076,0.2256
St. P & M,2021,2021-06-25,SKIN,CM335,OR21-2,OR21-2,M,0,0,OR21-2,1,ECAG1,1,se,0.0643,0.2114,0.0742,0.338,1.6002,0.7729,0.5911,1.7112,0.0007,0.3069,0.0389,0.5077,1.7048,0.0983
St. P & M,2021,2021-06-25,SKIN,CM336,OR21-3,OR21-3,M,0,0,OR21-3,1,ECAG1,1,se,0.391,0.2088,0.3571,0.2701,1.4222,0.4734,1.174,0.6254,0.7124,0.1343,0.3959,0.5954,1.1139,0.3635
Mittimatalik,2022,2022-10-10,SKIN,CM337,KW-2022-PI-01,KW-2022-PI-01,F,0,2,ARPI-2018-13,1,ECAG1,1,se,0.3104,0.4448,0.2475,0.9093,0.8811,0.77,0.8266,1.2226,0.478,0.2263,0.222,0.5452,0.4059,0.3373
Newfoundland,2022,,SKIN,CM297,KW-Nfld-22-25,KW-Nfld-22-25,M,0,0,KW-Nfld-22-25,1,ECAG1,1,se,0.16,0.54,0.14,0.22,0.80,0.15,0.87,0.17,0.23,0.41,0.99,0.43,0.88,0.36
